Departure,Arrival,Time,Date,Terminal
CityC,CityI,21:00,2023-11-17,2
CityC,CityF,12:24,2023-11-17,2
CityA,CityI,08:26,2023-11-17,1
CityB,CityH,01:45,2023-11-17,3
CityB,CityG,12:18,2023-11-17,2
CityA,CityI,20:58,2023-11-17,1
CityD,CityH,15:36,2023-11-17,1
CityE,CityH,02:14,2023-11-17,3
CityE,CityJ,13:27,2023-11-17,1
CityE,CityH,11:26,2023-11-18,2
CityC,CityI,14:15,2023-11-18,2
CityB,CityJ,03:13,2023-11-18,3
CityC,CityF,14:31,2023-11-18,2
CityB,CityI,01:04,2023-11-18,2
CityB,CityH,08:43,2023-11-18,2
CityC,CityI,08:55,2023-11-18,1
CityA,CityI,21:38,2023-11-18,3
CityA,CityH,20:51,2023-11-18,1
CityC,CityH,07:36,2023-11-18,2
CityB,CityF,09:36,2023-11-18,2
CityC,CityH,06:06,2023-11-18,3
CityA,CityJ,13:12,2023-11-18,3
CityE,CityG,14:55,2023-11-19,1
CityE,CityF,11:31,2023-11-19,3
CityA,CityI,22:00,2023-11-19,3
CityA,CityG,20:08,2023-11-19,2
CityB,CityJ,09:47,2023-11-19,2
CityA,CityF,20:32,2023-11-20,1
CityB,CityF,03:39,2023-11-20,2
CityD,CityG,18:45,2023-11-20,1
CityB,CityJ,17:44,2023-11-20,3
CityC,CityH,20:26,2023-11-20,1
CityE,CityG,16:28,2023-11-20,2
CityB,CityJ,10:22,2023-11-20,3
CityE,CityJ,18:57,2023-11-20,2
CityD,CityH,10:10,2023-11-20,2
CityD,CityI,18:09,2023-11-20,2
CityB,CityG,01:04,2023-11-21,1
CityB,CityJ,10:31,2023-11-21,1
CityA,CityI,18:44,2023-11-21,3
CityC,CityH,22:06,2023-11-21,1
CityB,CityI,06:58,2023-11-21,2
CityA,CityH,15:42,2023-11-21,2
CityA,CityH,23:00,2023-11-21,3
CityE,CityH,08:26,2023-11-21,2
CityC,CityF,07:34,2023-11-21,1
CityA,CityG,19:43,2023-11-21,2
CityB,CityH,02:42,2023-11-21,2
CityA,CityF,23:17,2023-11-21,1
CityC,CityJ,03:38,2023-11-22,3
CityD,CityF,15:29,2023-11-22,1
CityE,CityI,08:31,2023-11-22,2
CityE,CityI,18:50,2023-11-22,3
CityC,CityJ,15:12,2023-11-22,2
CityE,CityI,03:12,2023-11-22,3
CityB,CityH,16:51,2023-11-22,2
CityD,CityJ,06:29,2023-11-22,3
CityE,CityF,07:51,2023-11-22,1
CityA,CityJ,20:44,2023-11-22,1
CityD,CityF,19:16,2023-11-22,1
CityE,CityF,10:29,2023-11-22,3
CityB,CityI,04:59,2023-11-22,1
CityD,CityF,07:37,2023-11-22,3
CityA,CityG,22:33,2023-11-23,2
CityA,CityH,21:25,2023-11-23,3
CityE,CityF,16:06,2023-11-23,1
CityC,CityH,17:14,2023-11-23,3
CityA,CityG,18:15,2023-11-23,2
CityB,CityG,22:34,2023-11-23,2
CityE,CityH,10:51,2023-11-23,2
CityE,CityG,16:07,2023-11-23,3
CityD,CityF,01:12,2023-11-23,1
CityC,CityG,04:01,2023-11-23,1
CityA,CityF,22:29,2023-11-23,2
CityE,CityG,20:30,2023-11-23,2
CityB,CityI,13:13,2023-11-23,3
CityD,CityH,11:25,2023-11-24,2
CityE,CityH,05:53,2023-11-24,3
CityE,CityF,15:53,2023-11-24,1
CityE,CityJ,01:05,2023-11-24,1
CityE,CityJ,16:36,2023-11-24,3
CityD,CityF,04:22,2023-11-24,1
CityC,CityJ,06:11,2023-11-24,1
CityA,CityH,22:13,2023-11-24,3
CityD,CityJ,01:34,2023-11-24,3
CityC,CityF,06:55,2023-11-24,3
CityC,CityF,23:15,2023-11-25,2
CityC,CityI,08:01,2023-11-25,2
CityB,CityJ,15:50,2023-11-25,2
CityD,CityF,08:26,2023-11-25,3
CityC,CityI,10:16,2023-11-25,3
CityC,CityJ,23:29,2023-11-25,1
CityC,CityJ,02:37,2023-11-25,3
CityE,CityI,09:58,2023-11-25,2
CityC,CityF,05:05,2023-11-25,3
CityD,CityG,17:53,2023-11-25,2
CityD,CityI,08:36,2023-11-25,1
CityD,CityF,13:56,2023-11-25,3
CityB,CityF,09:46,2023-11-25,1
CityE,CityJ,15:43,2023-11-26,1
CityB,CityG,10:35,2023-11-26,3
CityB,CityJ,15:37,2023-11-26,1
CityB,CityF,21:44,2023-11-26,2
CityC,CityH,11:32,2023-11-26,2
CityE,CityI,05:21,2023-11-26,3
CityD,CityH,16:04,2023-11-26,3
CityC,CityJ,16:30,2023-11-26,2
CityD,CityG,09:30,2023-11-26,1
CityB,CityI,23:26,2023-11-26,2
CityC,CityF,12:03,2023-11-26,1
CityE,CityJ,15:29,2023-11-26,1
CityA,CityH,05:13,2023-11-26,3
CityA,CityF,03:46,2023-11-27,1
CityD,CityJ,17:29,2023-11-27,2
CityE,CityF,21:16,2023-11-27,3
CityA,CityI,03:48,2023-11-27,1
CityD,CityH,09:01,2023-11-27,2
CityE,CityI,23:00,2023-11-27,3
CityD,CityG,01:09,2023-11-27,2
CityE,CityH,05:14,2023-11-27,3
CityD,CityG,04:35,2023-11-28,3
CityE,CityI,07:55,2023-11-28,1
CityB,CityJ,05:03,2023-11-28,2
CityA,CityH,12:59,2023-11-28,1
CityC,CityI,04:37,2023-11-28,2
CityA,CityG,08:43,2023-11-28,3
CityC,CityF,18:18,2023-11-28,1
CityB,CityJ,19:45,2023-11-28,2
CityC,CityJ,12:43,2023-11-28,1
CityD,CityF,18:43,2023-11-29,2
CityB,CityF,22:19,2023-11-29,1
CityA,CityJ,21:55,2023-11-29,2
CityA,CityH,06:42,2023-11-29,1
CityB,CityH,20:35,2023-11-29,3
CityA,CityG,09:25,2023-11-29,3
CityB,CityJ,00:36,2023-11-29,3
CityA,CityI,12:00,2023-11-30,2
CityE,CityJ,11:52,2023-11-30,2
CityA,CityH,03:14,2023-11-30,1
CityE,CityG,06:00,2023-11-30,1
CityD,CityI,11:31,2023-11-30,2
CityA,CityG,19:00,2023-11-30,1
CityC,CityJ,13:07,2023-11-30,2
CityD,CityI,11:28,2023-11-30,2
CityA,CityI,23:06,2023-11-30,3
CityC,CityG,13:37,2023-11-30,3
CityB,CityJ,21:18,2023-11-30,1
CityA,CityJ,06:51,2023-12-01,1
CityE,CityF,16:25,2023-12-01,1
CityA,CityF,07:51,2023-12-01,1
CityC,CityI,16:42,2023-12-01,1
CityC,CityF,16:15,2023-12-01,3
CityA,CityI,06:18,2023-12-01,3
CityD,CityH,02:51,2023-12-01,1
CityD,CityF,02:51,2023-12-01,2
CityB,CityJ,05:21,2023-12-02,2
CityA,CityG,05:12,2023-12-02,1
CityB,CityI,15:54,2023-12-02,2
CityD,CityI,20:19,2023-12-02,3
CityC,CityI,18:48,2023-12-02,3
CityE,CityG,19:48,2023-12-02,3
CityE,CityI,11:08,2023-12-02,1
CityB,CityJ,06:19,2023-12-02,1
CityD,CityF,21:21,2023-12-02,1
CityC,CityJ,21:27,2023-12-02,1
CityE,CityF,02:03,2023-12-02,3
CityB,CityF,09:09,2023-12-02,1
CityE,CityF,07:39,2023-12-03,1
CityA,CityH,13:02,2023-12-03,2
CityA,CityH,06:01,2023-12-03,3
CityC,CityI,00:12,2023-12-03,3
CityE,CityF,20:42,2023-12-03,2
CityE,CityI,14:25,2023-12-03,2
CityC,CityH,15:25,2023-12-03,2
CityA,CityH,16:05,2023-12-03,2
CityA,CityH,13:50,2023-12-03,3
CityC,CityG,20:53,2023-12-03,3
CityE,CityJ,08:29,2023-12-03,3
CityB,CityJ,15:06,2023-12-03,2
CityC,CityI,13:24,2023-12-04,2
CityD,CityF,13:32,2023-12-04,1
CityB,CityJ,23:33,2023-12-04,2
CityE,CityJ,23:05,2023-12-04,1
CityB,CityI,10:50,2023-12-04,3
CityD,CityG,17:48,2023-12-05,3
CityC,CityF,22:20,2023-12-05,2
CityE,CityJ,15:24,2023-12-05,3
CityD,CityI,09:25,2023-12-05,1
CityD,CityG,12:00,2023-12-05,3
CityC,CityF,13:13,2023-12-05,1
CityA,CityF,06:07,2023-12-05,3
CityE,CityF,06:09,2023-12-05,2
CityE,CityG,07:55,2023-12-05,2
CityA,CityF,04:49,2023-12-05,3
CityB,CityG,19:37,2023-12-05,1
CityA,CityF,08:34,2023-12-05,3
CityD,CityG,12:53,2023-12-05,3
CityB,CityF,10:55,2023-12-05,1
CityA,CityI,15:47,2023-12-06,3
CityA,CityH,09:40,2023-12-06,1
CityE,CityF,12:27,2023-12-06,1
CityE,CityF,02:01,2023-12-06,2
CityC,CityH,09:03,2023-12-06,1
CityB,CityG,01:59,2023-12-06,1
CityA,CityH,00:53,2023-12-06,1
CityE,CityF,06:09,2023-12-06,2
CityA,CityH,17:49,2023-12-06,3
CityC,CityJ,12:54,2023-12-06,3
CityA,CityG,21:02,2023-12-06,2
CityA,CityJ,20:30,2023-12-07,3
CityA,CityI,22:40,2023-12-07,1
CityA,CityG,03:00,2023-12-07,1
CityD,CityF,18:21,2023-12-07,3
CityD,CityG,01:28,2023-12-07,1
CityD,CityH,15:40,2023-12-08,3
CityC,CityF,11:37,2023-12-08,2
CityA,CityG,19:21,2023-12-08,3
CityA,CityG,12:23,2023-12-08,2
CityD,CityF,04:17,2023-12-08,1
CityE,CityF,11:37,2023-12-09,3
CityD,CityI,23:35,2023-12-09,3
CityB,CityF,02:59,2023-12-09,1
CityC,CityI,11:00,2023-12-09,2
CityC,CityI,17:19,2023-12-09,3
CityA,CityG,14:53,2023-12-09,1
CityC,CityH,02:46,2023-12-09,1
CityD,CityJ,04:18,2023-12-09,2
CityA,CityH,06:27,2023-12-09,2
CityD,CityG,00:30,2023-12-09,2
CityC,CityF,18:00,2023-12-09,1
CityB,CityH,15:33,2023-12-09,3
CityA,CityG,11:30,2023-12-10,1
CityB,CityF,04:31,2023-12-10,3
CityC,CityJ,12:14,2023-12-10,2
CityD,CityG,08:54,2023-12-10,1
CityB,CityF,19:15,2023-12-10,1
CityD,CityI,15:39,2023-12-10,1
CityE,CityH,14:35,2023-12-10,1
CityE,CityI,23:56,2023-12-10,1
CityC,CityJ,02:58,2023-12-11,2
CityA,CityJ,13:20,2023-12-11,1
CityB,CityI,02:40,2023-12-11,2
CityB,CityF,03:35,2023-12-11,1
CityA,CityF,07:54,2023-12-11,2
CityD,CityF,08:42,2023-12-11,3
CityB,CityF,19:19,2023-12-11,2
CityD,CityI,15:33,2023-12-11,1
CityA,CityH,12:50,2023-12-12,1
CityA,CityG,13:26,2023-12-12,1
CityB,CityH,23:56,2023-12-12,2
CityA,CityH,19:58,2023-12-12,3
CityD,CityG,06:24,2023-12-12,1
CityC,CityJ,00:21,2023-12-12,1
CityA,CityI,08:41,2023-12-12,1
CityD,CityI,09:59,2023-12-12,3
CityD,CityG,16:50,2023-12-12,1
CityC,CityG,12:51,2023-12-12,3
CityC,CityF,13:59,2023-12-12,1
CityA,CityG,15:58,2023-12-12,2
CityE,CityI,09:01,2023-12-12,3
CityA,CityF,02:39,2023-12-12,1
CityE,CityH,12:37,2023-12-12,3
CityA,CityI,18:58,2023-12-13,1
CityE,CityI,22:56,2023-12-13,2
CityC,CityI,00:24,2023-12-13,2
CityB,CityH,17:42,2023-12-13,2
CityE,CityF,01:42,2023-12-13,2
CityC,CityI,19:20,2023-12-13,2
CityD,CityF,03:28,2023-12-13,1
CityA,CityG,12:27,2023-12-13,1
CityA,CityJ,15:34,2023-12-13,2
CityA,CityJ,02:35,2023-12-13,1
CityC,CityH,07:57,2023-12-13,1
CityD,CityF,07:39,2023-12-13,1
CityD,CityG,13:32,2023-12-13,2
CityA,CityI,10:25,2023-12-13,1
CityE,CityJ,15:48,2023-12-14,1
CityD,CityI,15:50,2023-12-14,2
CityC,CityF,13:00,2023-12-14,1
CityC,CityH,10:40,2023-12-14,3
CityC,CityF,20:51,2023-12-14,3
CityA,CityJ,21:46,2023-12-14,1
CityD,CityJ,23:38,2023-12-14,1
CityE,CityF,18:31,2023-12-15,3
CityE,CityH,19:51,2023-12-15,1
CityB,CityG,22:06,2023-12-15,3
CityE,CityG,15:39,2023-12-15,3
CityE,CityJ,05:52,2023-12-15,2
CityE,CityI,23:35,2023-12-15,1
CityB,CityJ,11:15,2023-12-15,2
CityC,CityF,05:24,2023-12-15,3
CityA,CityG,21:23,2023-12-16,1
CityA,CityG,18:20,2023-12-16,1
CityA,CityF,16:54,2023-12-16,3
CityD,CityF,13:33,2023-12-16,3
CityA,CityJ,13:03,2023-12-16,2
CityE,CityF,19:59,2023-12-16,2
CityD,CityG,08:26,2023-12-16,3
CityC,CityG,11:45,2023-12-16,1
CityC,CityI,01:45,2023-12-16,1
CityC,CityH,19:01,2023-12-16,1
CityB,CityF,04:22,2023-12-16,1
CityD,CityI,18:43,2023-12-16,3
CityE,CityF,00:21,2023-12-16,1
CityC,CityJ,06:02,2023-12-17,3
CityB,CityG,15:02,2023-12-17,2
CityB,CityJ,07:08,2023-12-17,3
CityC,CityJ,20:20,2023-12-17,1
CityC,CityI,04:26,2023-12-17,1
CityD,CityI,00:57,2023-12-17,1
CityE,CityI,14:33,2023-12-17,2
CityD,CityJ,17:49,2023-12-17,3
CityD,CityJ,05:32,2023-12-17,2
CityD,CityG,21:07,2023-12-17,1
CityD,CityI,21:35,2023-12-17,3
CityD,CityI,06:07,2023-12-17,2
CityE,CityF,16:50,2023-12-17,1
CityC,CityI,10:20,2023-12-18,1
CityD,CityF,04:47,2023-12-18,1
CityB,CityJ,17:48,2023-12-18,1
CityE,CityI,16:34,2023-12-18,1
CityE,CityI,10:06,2023-12-18,2
CityE,CityF,00:40,2023-12-19,1
CityD,CityG,20:28,2023-12-19,2
CityE,CityJ,23:11,2023-12-19,3
CityD,CityF,12:08,2023-12-19,2
CityA,CityF,23:34,2023-12-19,3
CityA,CityF,12:08,2023-12-19,3
CityA,CityI,22:30,2023-12-19,3
CityC,CityH,08:25,2023-12-19,3
CityD,CityG,19:14,2023-12-19,3
CityE,CityG,22:28,2023-12-20,3
CityB,CityJ,06:54,2023-12-20,2
CityB,CityH,19:17,2023-12-20,2
CityD,CityG,05:19,2023-12-20,1
CityD,CityJ,15:12,2023-12-20,2
CityE,CityI,01:03,2023-12-20,2
CityB,CityI,03:17,2023-12-20,1
CityB,CityI,05:25,2023-12-20,2
CityB,CityI,04:34,2023-12-20,2
CityC,CityF,19:48,2023-12-20,1
CityA,CityJ,23:58,2023-12-21,1
CityD,CityI,13:07,2023-12-21,3
CityD,CityH,03:25,2023-12-21,1
CityE,CityG,01:07,2023-12-21,2
CityB,CityF,08:25,2023-12-21,2
CityD,CityJ,23:57,2023-12-21,3
CityD,CityJ,00:42,2023-12-21,2
CityD,CityI,23:44,2023-12-21,1
CityB,CityH,12:45,2023-12-21,2
CityC,CityJ,11:03,2023-12-21,1
CityA,CityI,07:54,2023-12-21,2
CityE,CityG,14:24,2023-12-21,3
CityE,CityG,07:17,2023-12-21,3
CityE,CityI,12:01,2023-12-21,3
CityE,CityI,02:04,2023-12-22,2
CityE,CityG,11:45,2023-12-22,2
CityA,CityJ,10:01,2023-12-22,2
CityB,CityH,00:00,2023-12-22,2
CityA,CityI,12:26,2023-12-22,2
CityC,CityG,21:15,2023-12-22,3
CityC,CityI,17:55,2023-12-22,1
CityE,CityJ,07:47,2023-12-22,1
CityD,CityI,04:04,2023-12-23,3
CityB,CityJ,00:46,2023-12-23,3
CityA,CityF,19:00,2023-12-23,2
CityC,CityG,10:45,2023-12-23,1
CityD,CityI,07:30,2023-12-23,1
CityC,CityH,18:35,2023-12-23,1
CityD,CityH,16:24,2023-12-23,3
CityB,CityG,08:48,2023-12-23,3
CityC,CityH,04:38,2023-12-23,1
CityC,CityF,23:07,2023-12-24,1
CityE,CityI,00:50,2023-12-24,3
CityD,CityF,08:36,2023-12-24,2
CityD,CityJ,16:40,2023-12-24,2
CityA,CityH,08:41,2023-12-24,2
CityA,CityF,19:33,2023-12-24,3
CityD,CityI,03:00,2023-12-24,2
CityB,CityJ,17:16,2023-12-24,1
CityE,CityH,21:48,2023-12-24,2
CityB,CityG,02:34,2023-12-24,3
CityD,CityI,07:50,2023-12-24,3
CityD,CityF,01:09,2023-12-24,1
CityE,CityI,09:50,2023-12-24,2
CityB,CityI,19:22,2023-12-24,1
CityA,CityG,10:02,2023-12-25,3
CityA,CityI,13:40,2023-12-25,1
CityE,CityH,18:05,2023-12-25,3
CityC,CityI,20:30,2023-12-25,2
CityD,CityH,01:23,2023-12-25,3
CityA,CityJ,08:19,2023-12-25,1
CityA,CityH,22:52,2023-12-25,2
CityB,CityJ,22:58,2023-12-25,1
CityA,CityJ,08:33,2023-12-25,1
CityE,CityI,11:46,2023-12-25,3
CityA,CityH,02:42,2023-12-26,3
CityB,CityH,21:42,2023-12-26,2
CityB,CityG,16:34,2023-12-26,2
CityB,CityI,01:08,2023-12-26,2
CityB,CityF,16:32,2023-12-26,1
CityB,CityF,11:07,2023-12-26,2
CityD,CityG,11:55,2023-12-26,3
CityC,CityH,03:55,2023-12-26,3
CityD,CityF,12:25,2023-12-26,1
CityE,CityI,03:16,2023-12-26,2
CityB,CityJ,13:35,2023-12-26,3
CityC,CityG,10:48,2023-12-26,2
CityE,CityF,07:40,2023-12-27,2
CityE,CityH,10:55,2023-12-27,2
CityB,CityI,12:25,2023-12-27,1
CityA,CityJ,20:29,2023-12-27,3
CityE,CityJ,10:25,2023-12-27,1
CityE,CityF,13:34,2023-12-27,3
CityE,CityH,08:36,2023-12-28,2
CityC,CityG,16:18,2023-12-28,3
CityE,CityJ,22:15,2023-12-28,2
CityC,CityG,19:30,2023-12-28,3
CityC,CityJ,14:06,2023-12-28,2
CityA,CityH,17:06,2023-12-28,2
CityE,CityJ,11:50,2023-12-28,3
CityA,CityG,01:32,2023-12-28,3
CityD,CityI,11:39,2023-12-29,1
CityD,CityH,06:42,2023-12-29,1
CityA,CityG,16:39,2023-12-29,2
CityE,CityJ,12:51,2023-12-29,3
CityD,CityF,10:48,2023-12-29,2
CityC,CityI,05:28,2023-12-29,3
CityE,CityF,07:51,2023-12-29,2
CityC,CityF,00:33,2023-12-29,1
CityB,CityF,19:56,2023-12-30,3
CityC,CityG,23:43,2023-12-30,2
CityC,CityF,22:59,2023-12-30,3
CityA,CityG,13:15,2023-12-30,1
CityD,CityI,02:00,2023-12-30,2
CityB,CityJ,04:43,2023-12-30,1
CityA,CityH,10:07,2023-12-30,3
CityB,CityF,04:58,2023-12-30,2
CityD,CityJ,16:52,2023-12-30,2
CityD,CityJ,00:24,2023-12-30,2
CityD,CityG,23:58,2023-12-30,2
CityA,CityI,13:49,2023-12-30,1
CityD,CityG,07:24,2023-12-30,2
CityC,CityG,01:03,2023-12-30,3
CityC,CityJ,15:11,2023-12-30,1
CityA,CityG,17:57,2023-12-31,3
CityD,CityJ,12:53,2023-12-31,3
CityD,CityI,21:50,2023-12-31,2
CityA,CityJ,08:50,2023-12-31,2
CityC,CityG,15:48,2023-12-31,1
CityB,CityJ,03:11,2023-12-31,1
CityE,CityI,12:12,2023-12-31,3
CityC,CityG,08:04,2023-12-31,2
CityC,CityH,17:40,2023-12-31,2
CityC,CityH,22:56,2024-01-01,3
CityC,CityI,08:19,2024-01-01,3
CityE,CityG,12:10,2024-01-01,2
CityD,CityH,06:01,2024-01-01,2
CityA,CityF,11:03,2024-01-01,1
CityA,CityH,22:01,2024-01-01,3
CityB,CityH,22:42,2024-01-01,1
CityB,CityH,09:56,2024-01-01,3
CityC,CityG,13:19,2024-01-01,1
CityB,CityI,20:56,2024-01-01,1
CityD,CityJ,18:12,2024-01-01,3
CityE,CityG,23:42,2024-01-02,1
CityC,CityI,03:40,2024-01-02,1
CityA,CityG,09:44,2024-01-02,3
CityB,CityI,21:44,2024-01-02,2
CityE,CityH,14:55,2024-01-02,2
CityB,CityG,13:13,2024-01-02,3
CityB,CityH,11:31,2024-01-02,3
CityC,CityG,21:11,2024-01-02,3
CityC,CityF,03:24,2024-01-02,2
CityE,CityG,05:24,2024-01-02,1
CityE,CityI,03:28,2024-01-02,2
CityE,CityI,04:05,2024-01-02,2
CityE,CityI,22:13,2024-01-03,2
CityB,CityI,13:16,2024-01-03,2
CityC,CityH,06:06,2024-01-03,1
CityD,CityH,23:27,2024-01-03,2
CityA,CityH,18:14,2024-01-03,3
CityC,CityH,17:00,2024-01-03,3
CityD,CityF,23:24,2024-01-04,1
CityC,CityG,23:18,2024-01-04,2
CityD,CityF,00:36,2024-01-04,3
CityB,CityI,13:00,2024-01-04,3
CityB,CityJ,12:56,2024-01-04,2
CityD,CityI,02:00,2024-01-04,1
CityD,CityH,08:18,2024-01-05,2
CityA,CityJ,02:18,2024-01-05,2
CityE,CityF,20:35,2024-01-05,3
CityE,CityJ,06:57,2024-01-05,3
CityC,CityI,00:56,2024-01-05,1
CityD,CityH,02:24,2024-01-05,3
CityA,CityJ,11:13,2024-01-05,2
CityA,CityI,00:33,2024-01-05,3
CityD,CityJ,20:16,2024-01-05,1
CityB,CityJ,03:05,2024-01-05,1
CityD,CityH,14:47,2024-01-06,1
CityE,CityI,05:51,2024-01-06,2
CityE,CityG,01:17,2024-01-06,1
CityA,CityJ,22:40,2024-01-06,3
CityE,CityG,17:56,2024-01-06,1
CityB,CityF,00:50,2024-01-06,2
CityA,CityH,15:04,2024-01-06,3
CityA,CityI,11:34,2024-01-07,2
CityE,CityH,17:45,2024-01-07,3
CityE,CityG,18:55,2024-01-07,3
CityA,CityH,03:17,2024-01-07,1
CityD,CityG,19:44,2024-01-07,3
CityD,CityG,02:14,2024-01-07,2
CityD,CityF,07:12,2024-01-07,2
CityC,CityJ,22:23,2024-01-08,1
CityD,CityJ,18:42,2024-01-08,1
CityB,CityI,01:06,2024-01-08,1
CityB,CityJ,12:44,2024-01-08,2
CityA,CityF,16:57,2024-01-08,2
CityC,CityG,17:17,2024-01-08,2
CityC,CityJ,09:19,2024-01-08,3
CityE,CityI,11:53,2024-01-08,3
CityB,CityF,14:38,2024-01-08,3
CityD,CityH,07:08,2024-01-08,1
CityD,CityF,03:21,2024-01-08,3
CityE,CityI,20:38,2024-01-09,1
CityA,CityG,11:26,2024-01-09,3
CityC,CityF,19:21,2024-01-09,1
CityB,CityJ,17:38,2024-01-09,2
CityB,CityG,12:01,2024-01-09,3
CityE,CityI,18:05,2024-01-09,1
CityE,CityG,04:51,2024-01-10,2
CityD,CityI,10:57,2024-01-10,1
CityB,CityI,16:20,2024-01-10,2
CityB,CityJ,20:48,2024-01-10,2
CityE,CityI,03:50,2024-01-10,2
CityD,CityF,08:54,2024-01-10,1
CityE,CityH,21:26,2024-01-10,2
CityE,CityG,07:21,2024-01-11,1
CityE,CityJ,22:04,2024-01-11,1
CityC,CityJ,15:40,2024-01-11,1
CityE,CityJ,14:27,2024-01-11,2
CityA,CityH,23:24,2024-01-11,1
CityD,CityJ,00:19,2024-01-11,1
CityC,CityF,14:17,2024-01-11,1
CityB,CityI,21:15,2024-01-11,1
CityA,CityH,00:13,2024-01-11,3
CityD,CityH,17:00,2024-01-11,1
CityA,CityI,21:28,2024-01-12,2
CityE,CityI,06:08,2024-01-12,2
CityE,CityF,19:59,2024-01-12,1
CityB,CityF,13:58,2024-01-12,2
CityA,CityH,07:47,2024-01-12,3
CityE,CityH,10:16,2024-01-12,2
CityD,CityF,21:03,2024-01-12,1
CityE,CityF,21:59,2024-01-12,2
CityD,CityG,15:24,2024-01-12,2
CityA,CityF,11:10,2024-01-12,2
CityE,CityG,11:31,2024-01-12,1
CityD,CityG,02:32,2024-01-12,1
CityE,CityH,22:30,2024-01-13,2
CityA,CityJ,05:10,2024-01-13,1
CityE,CityG,01:26,2024-01-13,2
CityE,CityH,17:08,2024-01-13,3
CityD,CityF,17:58,2024-01-13,3
CityC,CityJ,21:04,2024-01-13,3
CityE,CityI,09:51,2024-01-13,3
CityB,CityJ,10:20,2024-01-13,3
CityC,CityH,11:30,2024-01-13,2
CityE,CityJ,22:13,2024-01-13,1
CityC,CityJ,19:41,2024-01-13,1
CityB,CityI,04:19,2024-01-14,3
CityB,CityG,19:30,2024-01-14,2
CityE,CityG,14:49,2024-01-14,1
CityA,CityJ,23:59,2024-01-14,3
CityD,CityH,15:29,2024-01-14,2
CityA,CityF,15:42,2024-01-14,2
CityD,CityI,06:10,2024-01-14,2
CityD,CityG,08:39,2024-01-14,2
CityC,CityJ,09:15,2024-01-14,2
CityC,CityF,06:44,2024-01-14,2
CityD,CityG,11:16,2024-01-14,1
CityB,CityI,22:06,2024-01-14,3
CityA,CityJ,17:10,2024-01-14,1
CityE,CityG,11:44,2024-01-14,3
CityD,CityH,09:20,2024-01-14,2
CityB,CityJ,10:10,2024-01-15,3
CityD,CityJ,09:49,2024-01-15,3
CityB,CityH,15:37,2024-01-15,3
CityA,CityH,04:02,2024-01-15,1
CityB,CityH,10:27,2024-01-15,2
CityC,CityJ,04:21,2024-01-15,1
CityD,CityJ,21:21,2024-01-15,3
CityD,CityG,07:58,2024-01-15,1
CityE,CityI,10:54,2024-01-15,2
CityD,CityF,21:33,2024-01-15,2
CityC,CityI,08:13,2024-01-15,2
CityB,CityJ,03:43,2024-01-15,2
CityD,CityJ,11:29,2024-01-15,2
CityC,CityG,12:30,2024-01-15,3
CityC,CityG,21:23,2024-01-16,2
CityD,CityJ,21:10,2024-01-16,2
CityE,CityJ,05:34,2024-01-16,3
CityE,CityG,16:56,2024-01-16,1
CityB,CityG,17:42,2024-01-16,2
CityB,CityI,09:19,2024-01-16,3
CityB,CityH,05:20,2024-01-16,1
CityC,CityJ,21:14,2024-01-16,2
CityC,CityI,10:42,2024-01-16,3
CityE,CityG,17:47,2024-01-16,1
CityB,CityF,14:35,2024-01-16,2
CityA,CityG,23:05,2024-01-16,1
CityA,CityI,05:26,2024-01-16,2
CityE,CityI,06:31,2024-01-16,3
CityB,CityG,11:16,2024-01-16,3
CityE,CityJ,23:34,2024-01-17,2
CityC,CityH,08:51,2024-01-17,3
CityC,CityI,23:08,2024-01-17,2
CityB,CityJ,05:46,2024-01-17,2
CityD,CityI,10:14,2024-01-17,1
CityA,CityH,10:46,2024-01-17,2
CityE,CityG,18:53,2024-01-17,1
CityD,CityJ,20:07,2024-01-17,2
CityB,CityJ,14:42,2024-01-17,3
CityB,CityI,22:08,2024-01-17,2
CityC,CityH,15:00,2024-01-17,1
CityD,CityG,09:38,2024-01-17,3
CityD,CityG,04:15,2024-01-17,2
CityC,CityG,11:55,2024-01-17,3
CityD,CityG,19:25,2024-01-17,1
CityC,CityI,04:12,2024-01-18,2
CityE,CityH,12:55,2024-01-18,3
CityC,CityF,10:14,2024-01-18,1
CityA,CityI,07:24,2024-01-18,1
CityB,CityH,20:26,2024-01-18,2
CityD,CityJ,19:27,2024-01-18,1
CityB,CityJ,04:18,2024-01-18,3
CityD,CityI,23:40,2024-01-19,3
CityA,CityH,13:02,2024-01-19,2
CityC,CityF,00:27,2024-01-19,2
CityD,CityG,20:10,2024-01-19,3
CityB,CityI,18:32,2024-01-19,2
CityA,CityG,19:41,2024-01-19,2
CityA,CityI,16:42,2024-01-19,2
CityD,CityF,07:11,2024-01-19,3
CityD,CityG,09:27,2024-01-19,3
CityC,CityG,02:41,2024-01-19,1
CityE,CityG,08:47,2024-01-20,3
CityE,CityG,12:14,2024-01-20,3
CityE,CityI,12:02,2024-01-20,3
CityC,CityJ,07:35,2024-01-20,3
CityD,CityG,21:22,2024-01-20,2
CityA,CityG,15:21,2024-01-20,2
CityC,CityF,06:13,2024-01-20,3
CityB,CityH,22:42,2024-01-20,2
CityA,CityF,19:50,2024-01-21,1
CityE,CityF,14:48,2024-01-21,1
CityD,CityH,13:10,2024-01-21,2
CityC,CityH,10:07,2024-01-21,2
CityB,CityJ,19:07,2024-01-21,1
